"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"ht11";"ht13";"ht19";"pobre";"VivAdec";"desocupado";"Auto";"Internet"
"2019_1_2019004114";33;"Punta Carretas";5;"CH";2;37;1;106076;1500;"3";0;1;0;1;1
"2019_1_2019004115";42;"Pta. Rieles, Bella Italia";9;"F";1;42;1;60786;15000;"3";0;1;0;0;1
"2019_1_2019004123";23;"Punta Carretas";5;"CH";2;60;1;325402,666666667;2000;"2";0;1;0;1;1
"2019_1_2019004124";35;"Centro";2;"B";2;56;1;62118;20000;"2";0;1;0;1;1
"2019_1_2019004134";43;"Mercado Modelo, Bolivar";3;"C";2;51;1;106030,666666667;0;"4";0;1;0;1;1
"2019_1_2019004138";39;"Villa Espa¦ola";11;"D";1;43;1;36100;14000;"3";0;1;0;1;1
"2019_1_2019004143";39;"Malvin Norte";6;"E";1;80;1;63271;15000;"4";0;1;0;0;1
"2019_1_2019004144";22;"Reducto";16;"C";2;94;1;60085;20000;"1";0;1;0;0;0
"2019_1_2019004148";32;"Malvin";7;"E";1;63;1;105773,333333333;30000;"3";0;1;0;1;1
"2019_1_2019004149";43;"Maro¦as, Parque Guarani";9;"F";1;57;1;47084;0;"4";1;1;0;0;1
"2019_1_2019004164";34;"Manga, Toledo Chico";11;"D";2;70;1;48440;9000;"3";0;1;0;0;1
"2019_1_2019004165";28;"Aguada";3;"C";2;59;1;87860;0;"2";0;1;0;0;1
"2019_1_2019004170";16;"Malvin Norte";6;"E";2;39;1;46288;0;"1";0;1;0;0;1
"2019_1_2019004171";36;"Pocitos";5;"CH";2;39;1;128312;24000;"4";0;1;0;1;1
"2019_1_2019004173";33;"Sayago";13;"G";1;26;1;50271;30000;"1";0;1;0;1;1
"2019_1_2019004174";29;"Villa Espa¦ola";11;"D";1;63;1;121310,666666667;15000;"2";0;1;0;1;1
"2019_1_2019004176";23;"Las Canteras";8;"E";2;81;1;46180;20000;"1";0;1;0;0;1
"2019_1_2019004184";45;"Paso de las Duranas";13;"G";2;25;1;59924;12000;"3";0;3;0;0;0
"2019_1_2019004190";35;"Pocitos";5;"CH";1;36;1;67193;0;"1";0;1;0;0;1
"2019_1_2019004193";20;"Carrasco";8;"E";1;59;1;187271;70000;"2";0;1;0;1;1
"2019_1_2019004207";39;"Cerrito";11;"D";2;37;1;151910;15000;"4";0;2;0;1;1
"2019_1_2019004210";27;"Pocitos";5;"CH";1;84;1;89576;30000;"2";0;1;0;0;1
"2019_1_2019004212";37;"Larra¦aga";3;"C";2;31;1;59032;0;"3";0;1;0;0;1
"2019_1_2019004217";46;"Cerro";17;"A";1;32;1;40264;8000;"3";0;2;0;1;1
"2019_1_2019004221";42;"Sayago";13;"G";2;46;1;161691;20000;"6";0;1;0;1;1
"2019_1_2019004225";30;"Pe¦arol, Lavalleja";13;"G";2;87;1;40628;13000;"2";0;1;0;0;0
"2019_1_2019004227";25;"Punta Gorda";7;"E";1;50;1;97189;25000;"1";0;1;0;1;1
"2019_1_2019004229";42;"Pocitos";5;"CH";1;64;1;151591;18000;"3";0;1;0;1;1
"2019_1_2019004235";36;"Las Canteras";9;"F";2;63;1;47492,5;12000;"4";0;1;0;0;0
"2019_1_2019004238";38;"Pe¦arol, Lavalleja";13;"G";1;47;1;82324;16000;"3";0;2;0;1;1
"2019_1_2019004243";44;"Buceo";4;"CH";2;25;1;88524;0;"2";0;1;0;1;1
"2019_1_2019004244";44;"Tres Cruces";4;"CH";1;23;1;76437,6666666667;0;"2";0;1;0;0;1
"2019_1_2019004245";31;"Mercado Modelo, Bolivar";3;"C";2;78;1;54286;0;"2";0;1;0;0;1
"2019_1_2019004246";40;"Cerrito";11;"D";1;32;1;47220;12000;"1";0;1;0;0;0
"2019_1_2019004253";27;"Tres Ombues, Victoria";14;"A";2;60;1;51440;20000;"2";0;2;0;0;1
"2019_1_2019004254";20;"Pocitos";5;"CH";2;90;1;109262;31000;"1";0;1;0;0;1
"2019_1_2019004256";22;"Jacinto Vera";3;"C";2;74;1;37797;16000;"1";0;1;0;0;1
"2019_1_2019004259";47;"Malvin";6;"E";2;47;1;174940;0;"5";0;1;0;0;1
"2019_1_2019004270";36;"Las Acacias";11;"D";2;44;1;105394;14000;"2";0;1;0;1;1
"2019_1_2019004273";16;"Centro";2;"B";2;35;1;39189;0;"1";0;1;0;0;1
"2019_1_2019004275";43;"Belvedere";14;"A";1;43;1;42691;15000;"4";1;1;0;1;0
"2019_1_2019004281";37;"Pocitos";5;"CH";1;53;1;286602,666666667;20000;"4";0;1;0;1;1
"2019_1_2019004287";16;"Union";11;"D";2;40;1;47189;18000;"1";0;1;0;0;1
"2019_1_2019004288";44;"Pocitos";5;"CH";1;23;1;76288;0;"2";0;1;0;1;1
"2019_1_2019004295";39;"Centro";1;"B";2;53;1;216947,333333333;22000;"4";0;1;0;0;1
"2019_1_2019004296";22;"Sayago";13;"G";2;88;1;27088;12000;"1";0;1;0;0;0
"2019_1_2019004297";41;"Brazo Oriental";15;"C";1;41;1;97579;20000;"4";0;1;0;0;1
"2019_1_2019004304";23;"Nuevo Paris";14;"A";2;77;1;25180;8000;"1";0;2;0;0;1
"2019_1_2019004305";39;"Pe¦arol, Lavalleja";13;"G";1;40;1;127180;15000;"1";0;1;0;1;1
"2019_1_2019004307";46;"Pe¦arol, Lavalleja";13;"G";1;42;1;42787,5;5000;"4";1;3;0;0;0
"2019_1_2019004319";40;"Cerrito";11;"D";2;48;1;75972;16000;"4";0;1;0;1;1
"2019_1_2019004323";31;"Pocitos";5;"CH";1;52;1;177652;28000;"4";0;1;0;1;1
"2019_1_2019004326";31;"Mercado Modelo, Bolivar";3;"C";1;69;1;242208,666666667;20000;"2";0;1;0;1;1
"2019_1_2019004328";52;"Piedras Blancas";9;"F";1;26;1;39500;14000;"3";0;2;0;1;0
"2019_1_2019004329";20;"Punta Carretas";5;"CH";2;96;1;85214;0;"1";0;1;0;0;1
"2019_1_2019004337";37;"Union";6;"E";2;74;1;79440;0;"3";0;1;0;0;1
"2019_1_2019004340";33;"Villa Espa¦ola";11;"D";2;77;1;62360;14000;"2";0;1;0;0;1
"2019_1_2019004344";18;"Malvin";6;"E";2;63;1;97220;18000;"1";0;1;0;0;1
"2019_1_2019004346";21;"La Blanqueada";4;"CH";1;71;1;27271;0;"1";0;1;0;0;0
"2019_1_2019004347";46;"Sayago";13;"G";2;29;1;69000;15000;"4";0;2;0;1;1
"2019_1_2019004348";43;"Manga";9;"F";1;35;1;78756;7000;"4";0;3;0;0;0
"2019_1_2019004349";28;"Buceo";4;"CH";1;65;1;112524;18000;"2";0;1;0;1;1
"2019_1_2019004354";35;"Pque. Batlle, V. Dolores";5;"CH";1;34;1;38000;20000;"1";0;1;0;0;1
"2019_1_2019004360";29;"Brazo Oriental";15;"C";1;51;1;55000;20000;"2";0;1;0;0;1
"2019_1_2019004365";31;"Parque Rodo";2;"B";1;76;1;116940;25000;"2";0;1;0;1;1
"2019_1_2019004366";29;"Carrasco";8;"E";1;62;1;161127,333333333;30000;"4";0;1;0;1;1
"2019_1_2019004368";36;"Jardines del Hipodromo";9;"F";2;44;1;47271;0;"2";0;2;0;0;0
"2019_1_2019004374";44;"Cerrito";11;"D";2;59;1;60116,6666666667;10000;"3";0;1;0;0;1
"2019_1_2019004375";37;"Paso de las Duranas";13;"G";2;53;1;105567;18000;"3";0;1;0;1;1
"2019_1_2019004378";52;"Maro¦as, Parque Guarani";9;"F";2;47;1;98076;10000;"5";0;1;0;0;1
"2019_1_2019004380";38;"Sayago";13;"G";1;35;1;86854;18000;"3";0;2;0;1;1
"2019_1_2019004382";47;"Manga, Toledo Chico";10;"D";1;41;1;38283;0;"5";1;3;0;1;0
"2019_1_2019004384";40;"Tres Ombues, Victoria";14;"A";2;55;1;28214;6000;"2";0;1;0;0;0
"2019_1_2019004386";19;"Carrasco";8;"E";1;69;1;109394;50000;"2";0;1;0;1;1
"2019_1_2019004388";27;"Punta Carretas";5;"CH";2;65;1;296261,333333333;25000;"2";0;1;0;1;1
"2019_1_2019004389";29;"Atahualpa";3;"C";2;28;1;52189;15000;"1";0;1;0;0;1
"2019_1_2019004390";33;"Pocitos";5;"CH";1;62;1;140574;30000;"3";0;1;0;1;1
"2019_1_2019004397";26;"Belvedere";13;"G";1;66;1;131524;17000;"2";0;1;0;1;1
"2019_1_2019004398";20;"Pocitos";5;"CH";2;77;1;111918;20000;"1";0;1;0;1;1
"2019_1_2019004400";16;"Pe¦arol, Lavalleja";13;"G";2;33;1;59193;11000;"1";0;1;0;0;1
"2019_1_2019004401";49;"Pta. Rieles, Bella Italia";9;"F";2;78;1;74511;9000;"5";0;2;0;1;1
"2019_1_2019004403";51;"Belvedere";14;"A";1;24;1;77948;0;"3";0;1;0;0;1
"2019_1_2019004404";31;"Punta Carretas";5;"CH";2;69;1;132813;18000;"3";0;1;0;1;1
"2019_1_2019004406";28;"Carrasco Norte";8;"E";2;42;1;162679,5;86025;"3";0;1;0;1;1
"2019_1_2019004407";39;"Cordon";2;"B";1;35;1;68180;0;"1";0;1;0;0;1
"2019_1_2019004412";23;"Paso de la Arena";18;"A";2;74;1;39214;12000;"1";0;2;0;0;0
"2019_1_2019004415";42;"Union";6;"E";2;71;1;121533;20000;"6";0;2;0;1;1
"2019_1_2019004417";31;"La Paloma, Tomkinson";17;"A";1;79;1;97542;13000;"2";0;1;0;1;0
"2019_1_2019004421";33;"Belvedere";13;"G";1;61;1;85576;0;"2";0;1;0;0;1
"2019_1_2019004422";33;"Buceo";5;"CH";1;20;1;33680;0;"1";0;1;1;0;1
"2019_1_2019004427";36;"La Paloma, Tomkinson";17;"A";1;45;1;45428;12000;"2";0;1;0;0;0
"2019_1_2019004430";31;"Casavalle";11;"D";1;64;1;37476;6000;"2";0;1;0;1;0
"2019_1_2019004435";29;"La Blanqueada";4;"CH";2;29;1;67271;0;"1";0;1;0;0;1
"2019_1_2019004442";38;"Villa Garcia, Manga Rur.";9;"F";1;87;1;76864;8000;"3";0;2;0;0;0
"2019_1_2019004444";39;"Pque. Batlle, V. Dolores";5;"CH";2;38;1;195250;35000;"3";0;1;0;1;1
"2019_1_2019004447";23;"Carrasco Norte";8;"E";2;74;1;70271;18000;"1";0;1;0;1;1
"2019_1_2019004451";37;"Buceo";7;"E";1;46;1;127296;20000;"4";0;1;0;1;1
"2019_1_2019004458";32;"Malvin Norte";6;"E";2;38;1;23280;0;"2";1;1;0;1;1
"2019_1_2019004464";35;"Centro";1;"B";1;75;1;231813;30000;"3";0;1;0;1;1
"2019_1_2019004467";39;"Sayago";13;"G";1;45;1;39288;15000;"1";0;1;0;1;1
"2019_1_2019004469";27;"Aguada";2;"B";1;60;1;25189;0;"2";1;1;0;0;1
"2019_1_2019004476";37;"Malvin";7;"E";2;59;1;103244;0;"4";0;1;0;0;1
"2019_1_2019004485";39;"Cordon";2;"B";1;33;1;73214;16000;"1";0;1;0;0;1
"2019_1_2019004488";44;"Cordon";2;"B";2;21;1;45239;0;"2";0;1;1;0;0
"2019_1_2019004490";35;"Pocitos";5;"CH";1;35;1;69197;18000;"1";0;1;0;0;1
"2019_1_2019004492";40;"Cerrito";11;"D";2;48;1;57868;7000;"4";0;3;0;0;0
"2019_1_2019004495";26;"Villa Garcia, Manga Rur.";9;"F";1;51;1;43071;12500;"1";0;2;0;0;1
"2019_1_2019004501";47;"Flor de Maro¦as";9;"F";2;24;1;66140;0;"2";0;1;0;0;1
"2019_1_2019004504";39;"Malvin";6;"E";1;44;1;70786;0;"3";0;1;0;1;1
"2019_1_2019004508";31;"La Blanqueada";4;"CH";2;43;1;109660;0;"3";0;1;0;1;1
"2019_1_2019004510";31;"Pocitos";5;"CH";1;80;1;389265;45000;"2";0;1;0;1;1
"2019_1_2019004513";47;"Buceo";5;"CH";1;19;1;25288;0;"2";1;1;0;0;0
"2019_1_2019004515";18;"Pocitos";5;"CH";1;73;1;120180;0;"1";0;1;0;1;1
"2019_1_2019004517";37;"Conciliacion";13;"G";1;53;1;63428;14000;"3";0;1;0;1;1
"2019_1_2019004521";21;"Nuevo Paris";13;"G";1;65;1;47288;0;"1";0;2;0;1;1
"2019_1_2019004522";19;"Jardines del Hipodromo";9;"F";2;52;1;28914;0;"1";0;3;0;0;1
"2019_1_2019004525";41;"Casabo, Pajas Blancas";17;"A";1;68;1;56579;12000;"3";0;1;0;0;0
"2019_1_2019004533";35;"Palermo";2;"B";1;27;1;70820;0;"2";0;1;0;0;0
"2019_1_2019004537";45;"Parque Rodo";2;"B";2;37;1;128728;25000;"6";0;1;0;1;1
"2019_1_2019004538";29;"Villa Garcia, Manga Rur.";9;"F";2;60;1;61804;10000;"2";0;1;0;1;1
"2019_1_2019004541";22;"Cordon";2;"B";2;84;1;42197;20000;"1";0;1;0;0;0
"2019_1_2019004545";33;"Aguada";1;"B";1;24;1;49180;0;"1";0;1;0;0;1
"2019_1_2019004548";27;"Carrasco";8;"E";2;55;1;104271;0;"4";0;1;0;1;1
"2019_1_2019004549";29;"Las Acacias";11;"D";2;64;1;51140;9000;"2";0;2;0;0;1
"2019_1_2019004550";42;"Belvedere";14;"A";1;40;1;159945;15000;"5";0;2;0;1;1
"2019_1_2019004554";26;"Pe¦arol, Lavalleja";13;"G";1;51;1;14000;2000;"1";1;3;0;0;0
"2019_1_2019004563";29;"Palermo";2;"B";1;58;1;83542;0;"2";0;1;0;0;0
"2019_1_2019004564";30;"Malvin";7;"E";1;62;1;108076;39000;"2";0;1;0;1;1
"2019_1_2019004565";30;"Pque. Batlle, V. Dolores";4;"CH";1;75;1;169524;25000;"2";0;1;0;1;1
"2019_1_2019004568";24;"Manga, Toledo Chico";10;"D";2;70;1;27720;9000;"1";0;1;0;0;0
"2019_1_2019004569";35;"Pocitos";5;"CH";1;41;1;60262;0;"1";0;1;0;1;1
"2019_1_2019004570";21;"Cordon";2;"B";1;84;1;109720;25000;"1";0;2;0;0;0
"2019_1_2019004572";33;"Jacinto Vera";3;"C";1;22;1;33319;2000;"1";0;3;0;0;0
"2019_1_2019004574";31;"Maro¦as, Parque Guarani";9;"F";1;74;1;77542;25000;"2";0;1;0;1;1
"2019_1_2019004577";22;"Ciudad Vieja";1;"B";2;85;1;59271;15000;"1";0;1;0;0;1
"2019_1_2019004580";18;"Cordon";2;"B";2;59;1;22197;0;"1";0;1;0;0;1
"2019_1_2019004583";24;"Maro¦as, Parque Guarani";9;"F";2;70;1;23788;9000;"1";0;2;0;0;1
"2019_1_2019004585";18;"Buceo";5;"CH";2;60;1;40214;15000;"1";0;1;0;0;1
"2019_1_2019004588";35;"Prado, Nueva Savona";16;"C";2;40;1;109000;34000;"4";0;1;0;1;1
"2019_1_2019004595";43;"Paso de la Arena";18;"A";2;20;1;56160;9000;"2";0;2;0;0;1
"2019_1_2019004599";16;"Union";11;"D";2;43;1;24000;13000;"1";0;1;1;0;1
"2019_1_2019004601";20;"Punta Carretas";5;"CH";2;342;1;NA;18000;"---";0;1;0;0;1
"2019_1_2019004606";31;"Pocitos";5;"CH";1;30;1;133428;0;"2";0;1;0;0;1
"2019_1_2019004611";24;"Jardines del Hipodromo";9;"F";2;77;1;25971;8000;"1";0;1;0;0;0
"2019_1_2019004612";24;"Capurro, Bella Vista";16;"C";1;56;1;49262;25000;"1";0;1;0;0;1
"2019_1_2019004623";33;"Conciliacion";13;"G";2;90;1;75542;10000;"2";0;1;0;0;1
"2019_1_2019004624";32;"Colon Centro y Noroeste";12;"G";2;44;1;42489;8000;"2";0;2;0;0;1
"2019_1_2019004632";29;"Tres Cruces";4;"CH";2;28;1;25271;0;"1";0;1;0;0;1
"2019_1_2019004633";32;"Casavalle";10;"D";2;70;1;46742;0;"2";0;1;0;0;0
"2019_1_2019004635";30;"Aguada";16;"C";2;59;1;75542;16000;"2";0;1;0;1;1
"2019_1_2019004641";31;"Aires Puros";15;"C";2;80;1;71236;18000;"2";0;1;0;0;0
"2019_1_2019004645";33;"Jacinto Vera";3;"C";1;21;1;89909;12000;"1";0;1;0;0;1
"2019_1_2019004650";29;"Pque. Batlle, V. Dolores";4;"CH";2;26;1;22197;0;"1";0;1;0;0;1
"2019_1_2019004656";38;"Colon Sureste, Abayuba";13;"G";2;34;1;31787,5;4000;"3";1;3;0;0;0
"2019_1_2019004661";40;"Casavalle";11;"D";2;61;1;48193;9000;"2";0;2;0;0;1
"2019_1_2019004667";23;"Malvin";7;"E";2;73;1;110288;25000;"1";0;1;0;1;1
"2019_1_2019004668";39;"Villa Espa¦ola";11;"D";2;57;1;98354;13000;"3";0;1;0;0;0
"2019_1_2019004675";49;"Piedras Blancas";9;"F";1;44;1;145290;17000;"5";0;2;0;1;1
"2019_1_2019004676";36;"Malvin Norte";6;"E";2;21;1;14100;5000;"2";1;2;0;0;0
"2019_1_2019004685";28;"Malvin";7;"E";2;45;1;110553;28000;"3";0;1;0;1;1
"2019_1_2019004690";45;"Villa Garcia, Manga Rur.";9;"F";1;57;1;91428;8000;"4";0;1;0;0;1
"2019_1_2019004698";33;"Belvedere";14;"A";1;63;1;55694;20000;"2";0;1;0;1;1
"2019_1_2019004701";42;"La Teja";14;"A";1;48;1;73428;10000;"2";0;1;0;0;1
"2019_1_2019004702";38;"Casabo, Pajas Blancas";17;"A";1;29;1;71674;5000;"3";0;2;0;0;1
"2019_1_2019004705";36;"Casabo, Pajas Blancas";17;"A";2;50;1;33914;9000;"2";0;3;0;0;0
"2019_1_2019004712";39;"Villa Espa¦ola";11;"D";1;78;1;156500;20000;"5";0;1;0;0;1
"2019_1_2019004716";47;"Palermo";2;"B";1;77;1;81039;20000;"6";0;2;0;1;1
"2019_1_2019004717";40;"Tres Cruces";2;"B";2;49;1;106579;16000;"4";0;1;0;1;1
"2019_1_2019004726";38;"Villa Espa¦ola";11;"D";2;55;1;77216;15000;"2";0;1;0;0;1
"2019_1_2019004731";33;"Pocitos";5;"CH";2;57;1;104354;20000;"3";0;1;0;1;1
"2019_1_2019004732";24;"Villa Garcia, Manga Rur.";9;"F";2;87;1;32714;6000;"1";0;2;0;0;0
"2019_1_2019004743";41;"Sayago";13;"G";1;42;1;70405,5;20000;"4";0;1;0;0;1
"2019_1_2019004745";16;"Capurro, Bella Vista";16;"C";2;42;1;39070;0;"1";0;1;0;0;1
"2019_1_2019004747";22;"Sayago";13;"G";2;76;1;26197;10000;"1";0;1;0;0;1
"2019_1_2019004748";31;"Mercado Modelo, Bolivar";11;"D";2;31;1;75810;0;"2";0;1;0;1;1
"2019_1_2019004749";21;"Pocitos";5;"CH";2;54;1;120094,666666667;0;"2";0;1;0;0;1
"2019_1_2019004752";24;"Belvedere";14;"A";1;58;1;106880,666666667;25000;"1";0;2;0;0;1
"2019_1_2019004754";31;"Pocitos";5;"CH";1;85;1;155281;30000;"2";0;1;0;1;1
"2019_1_2019004762";31;"Las Canteras";9;"F";2;65;1;75736;10000;"2";0;2;0;0;1
"2019_1_2019004767";35;"Cerrito";11;"D";2;41;1;167328;23000;"2";0;1;0;1;1
"2019_1_2019004770";18;"Barrio Sur";1;"B";2;52;1;73193;15000;"1";0;1;0;0;0
"2019_1_2019004775";50;"Capurro, Bella Vista";16;"C";1;41;1;59342;15000;"3";0;1;0;1;1
"2019_1_2019004776";39;"Pocitos";5;"CH";2;54;1;86864;30000;"3";0;1;0;0;1
"2019_1_2019004780";38;"Villa Mu¦oz, Retiro";3;"C";1;58;1;202591;25000;"3";0;1;0;1;1
"2019_1_2019004781";41;"Pocitos";5;"CH";1;46;1;150084;33000;"4";0;1;0;1;1
"2019_1_2019004784";20;"Pque. Batlle, V. Dolores";5;"CH";2;70;1;35288;15000;"1";0;1;0;0;1
"2019_1_2019004800";28;"Jacinto Vera";3;"C";2;21;1;10635;0;"1";1;1;1;0;1
"2019_1_2019004806";23;"Atahualpa";3;"C";2;86;1;71288;19000;"1";0;1;0;0;0
"2019_1_2019004807";35;"Barrio Sur";2;"B";2;36;1;64576;15000;"2";0;1;0;1;1
"2019_1_2019004811";35;"Pque. Batlle, V. Dolores";5;"CH";1;43;1;376438,666666667;120000;"4";0;1;0;1;1
"2019_1_2019004816";43;"La Comercial";2;"B";2;57;1;63864;15000;"4";0;1;0;0;1
"2019_1_2019004820";14;"Pocitos";5;"CH";2;34;1;67214;26000;"1";0;1;0;0;1
"2019_1_2019004823";29;"Villa Espa¦ola";11;"D";2;55;1;75242;0;"2";0;1;0;1;1
"2019_1_2019004826";18;"Carrasco";8;"E";2;72;1;228576;50000;"2";0;1;0;1;1
"2019_1_2019004832";16;"Jacinto Vera";3;"C";2;36;1;40262;0;"1";0;1;0;0;1
"2019_1_2019004833";36;"Nuevo Paris";13;"G";2;31;1;37651,6666666667;0;"3";0;1;0;0;0
"2019_1_2019004836";44;"Villa Espa¦ola";11;"D";1;22;1;43260;0;"3";0;1;0;1;0
"2019_1_2019004837";34;"Larra¦aga";3;"C";1;62;1;117909,333333333;20000;"2";0;1;0;1;1
"2019_1_2019004839";34;"Prado, Nueva Savona";16;"C";1;63;1;148000;20000;"2";0;1;0;1;1
"2019_1_2019004844";28;"Belvedere";14;"A";2;46;1;102340;20000;"3";0;1;0;0;1
"2019_1_2019004848";27;"Cordon";2;"B";2;48;1;67576;17000;"2";0;1;0;0;1
"2019_1_2019004850";22;"Villa Espa¦ola";11;"D";2;79;1;41618;11000;"1";0;1;0;0;0
"2019_1_2019004851";34;"Aires Puros";15;"C";2;46;1;92007;23000;"3";0;1;0;1;1
"2019_1_2019004852";38;"Pe¦arol, Lavalleja";13;"G";2;48;1;26991,6666666667;8000;"4";1;3;0;0;1
"2019_1_2019004854";29;"Union";6;"E";1;63;1;63498;24000;"2";0;1;0;1;1
"2019_1_2019004861";30;"Malvin Norte";6;"E";1;75;1;70042;15000;"2";0;1;0;0;1
"2019_1_2019004863";22;"Jacinto Vera";3;"C";2;73;1;44288;0;"1";0;1;0;0;1
"2019_1_2019004867";40;"Mercado Modelo, Bolivar";11;"D";1;41;1;221190;0;"4";0;1;0;1;1
"2019_1_2019004874";30;"Pta. Rieles, Bella Italia";9;"F";2;78;1;52402;16000;"2";0;1;0;0;0
"2019_1_2019004876";25;"Tres Ombues, Victoria";14;"A";1;63;1;89420;9000;"1";0;2;0;0;0
"2019_1_2019004878";44;"Manga";11;"D";2;31;1;47365,1;6000;"5";1;3;0;0;0
"2019_1_2019004881";46;"Belvedere";13;"G";1;46;1;69786;15000;"4";0;1;0;1;1
"2019_1_2019004885";29;"Pe¦arol, Lavalleja";13;"G";2;56;1;28197;0;"2";0;1;0;0;1
"2019_1_2019004887";20;"Pocitos";5;"CH";2;73;1;89193;0;"1";0;1;0;0;1
"2019_1_2019004892";22;"Barrio Sur";1;"B";2;85;1;51371,3333333333;12000;"1";0;1;0;0;0
"2019_1_2019004900";22;"Ciudad Vieja";1;"B";2;84;1;42784;15000;"1";0;1;0;0;0
"2019_1_2019004904";43;"Union";6;"E";1;36;1;56772;0;"4";0;2;0;1;1
"2019_1_2019004906";36;"Tres Ombues, Victoria";14;"A";2;49;1;64326;6000;"3";0;1;0;0;1
"2019_1_2019004909";39;"Malvin";7;"E";1;57;1;219500;35000;"3";0;1;0;1;1
"2019_1_2019004910";16;"Carrasco";8;"E";2;67;1;55662;20000;"1";0;1;0;1;1
"2019_1_2019004913";30;"Belvedere";14;"A";1;75;1;31440;0;"2";0;1;0;0;0
"2019_1_2019004922";43;"Colon Centro y Noroeste";12;"G";1;31;1;49288;12000;"1";0;2;0;0;1
"2019_1_2019004924";37;"Cerro";17;"A";2;85;1;35436;8000;"4";1;1;0;0;0
"2019_1_2019004938";14;"Punta Carretas";5;"CH";2;46;1;119547,333333333;23000;"1";0;1;0;0;1
"2019_1_2019004942";30;"Villa Mu¦oz, Retiro";3;"C";2;47;1;73180;20000;"2";0;1;0;0;1
"2019_1_2019004943";38;"Cordon";2;"B";1;71;1;87754;20000;"4";0;1;0;1;1
"2019_1_2019004944";40;"Casavalle";11;"D";2;56;1;135554;6000;"3";0;1;0;0;1
"2019_1_2019004947";45;"Nuevo Paris";18;"A";1;44;1;49600;12000;"5";1;1;0;1;1
"2019_1_2019004951";28;"Malvin Norte";6;"E";2;77;1;60576;0;"2";0;1;0;0;0
"2019_1_2019004952";38;"Pocitos";5;"CH";1;23;1;27687;0;"3";1;1;0;0;1
"2019_1_2019004954";27;"Las Acacias";11;"D";2;41;1;43094;10000;"2";0;3;0;0;1
"2019_1_2019004956";33;"Las Canteras";8;"E";2;51;1;95514;18000;"3";0;2;0;0;1
"2019_1_2019004960";20;"Buceo";5;"CH";2;92;1;90124;45000;"1";0;1;0;1;0
"2019_1_2019004965";36;"Nuevo Paris";14;"A";1;41;1;53342;0;"2";0;1;0;0;1
"2019_1_2019004968";22;"La Teja";14;"A";2;71;1;32862;12000;"1";0;1;0;0;1
"2019_1_2019004970";26;"Atahualpa";15;"C";1;57;1;231428;30000;"2";0;1;0;1;1
"2019_1_2019004975";27;"Malvin Norte";6;"E";2;63;1;58942;0;"2";0;1;0;0;0
"2019_1_2019004979";29;"Carrasco";8;"E";1;63;1;170902,666666667;45000;"4";0;1;0;1;1
"2019_1_2019004981";23;"Parque Rodo";2;"B";2;80;1;235604,333333333;20000;"1";0;1;0;1;1
"2019_1_2019004990";30;"La Teja";14;"A";2;36;1;45460;0;"2";0;1;0;0;1
"2019_1_2019004996";43;"Prado, Nueva Savona";16;"C";2;41;1;123070;30000;"5";0;1;0;1;1
"2019_1_2019005001";30;"Cordon";2;"B";1;69;1;150440;18000;"2";0;1;0;1;1
"2019_1_2019005002";23;"Mercado Modelo, Bolivar";3;"C";2;78;1;49271;19000;"1";0;1;0;0;0
"2019_1_2019005005";22;"La Teja";14;"A";2;75;1;38297;18000;"1";0;2;0;0;0
"2019_1_2019005007";44;"Jacinto Vera";3;"C";2;67;1;163197;18000;"2";0;1;0;1;1
"2019_1_2019005008";23;"Jacinto Vera";3;"C";2;82;1;50859;20000;"1";0;1;0;0;1
"2019_1_2019005010";35;"Villa Mu¦oz, Retiro";3;"C";2;38;1;69542;0;"2";0;1;0;1;1
"2019_1_2019005012";45;"Paso de la Arena";18;"A";2;75;1;77386;12000;"2";0;2;0;0;0
"2019_1_2019005014";39;"Mercado Modelo, Bolivar";3;"C";1;46;1;76460;18000;"3";0;1;0;0;1
"2019_1_2019005016";16;"Punta Gorda";7;"E";2;68;1;81193;25000;"1";0;1;0;1;1
"2019_1_2019005022";22;"La Comercial";3;"C";2;78;1;22714;9000;"1";0;1;0;0;0
"2019_1_2019005028";35;"Pocitos";5;"CH";1;37;1;60997;0;"1";0;1;0;1;1
"2019_1_2019005030";23;"Malvin";6;"E";2;84;1;43420;15000;"1";0;1;0;0;0
"2019_1_2019005034";16;"Las Canteras";8;"E";2;37;1;49419;12000;"1";0;1;0;0;1
"2019_1_2019005037";14;"Malvin";7;"E";2;30;1;79214;18000;"1";0;1;0;0;1
"2019_1_2019005043";18;"Pocitos";5;"CH";1;73;1;86118;20000;"1";0;1;0;1;1
"2019_1_2019005045";30;"Piedras Blancas";9;"F";2;82;1;67576;8000;"2";0;1;0;0;1
"2019_1_2019005050";30;"Sayago";13;"G";2;70;1;146725;10000;"2";0;1;0;1;1
"2019_1_2019005051";44;"Casabo, Pajas Blancas";17;"A";2;39;1;95385;18000;"6";0;1;0;0;1
"2019_1_2019005057";31;"Malvin Norte";6;"E";2;58;1;87386;10000;"2";0;1;0;0;1
"2019_1_2019005060";31;"Maro¦as, Parque Guarani";9;"F";2;76;1;44576;13000;"2";0;1;0;0;1
"2019_1_2019005066";14;"Punta Carretas";5;"CH";2;31;1;154970;0;"1";0;1;0;1;1
"2019_1_2019005070";38;"Cerro";17;"A";1;69;1;120540;15000;"4";0;1;0;1;1
