"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"ht11";"ht13";"ht19";"pobre";"VivAdec";"desocupado";"Auto";"Internet"
"2019_1_2019005074";39;"Tres Ombues, Victoria";14;"A";2;37;1;51686;12000;"4";0;1;0;0;1
"2019_1_2019005076";25;"Villa Espa¦ola";11;"D";1;51;1;34288;15000;"1";0;1;0;0;1
"2019_1_2019005077";37;"Sayago";13;"G";1;59;1;74386;12000;"3";0;1;0;1;1
"2019_1_2019005080";43;"Casabo, Pajas Blancas";17;"A";2;45;1;31978;7000;"6";1;1;0;0;0
"2019_1_2019005085";36;"La Comercial";3;"C";1;67;1;160260;0;"4";0;1;0;1;1
"2019_1_2019005092";46;"La Teja";14;"A";2;58;1;74813;13000;"4";0;1;0;0;1
"2019_1_2019005097";29;"La Comercial";3;"C";1;55;1;164378;25000;"2";0;1;0;0;1
"2019_1_2019005099";37;"Belvedere";14;"A";1;56;1;521035;25000;"3";0;1;0;1;1
"2019_1_2019005101";18;"Carrasco";8;"E";2;93;1;155000;0;"1";0;1;0;0;0
"2019_1_2019005103";56;"Pocitos";5;"CH";1;47;1;127060,666666667;20000;"3";0;1;0;1;1
"2019_1_2019005104";20;"Malvin";7;"E";2;65;1;70220;20000;"1";0;1;0;0;1
"2019_1_2019005105";30;"Prado, Nueva Savona";14;"A";1;70;1;107378;20000;"2";0;1;0;1;1
"2019_1_2019005106";25;"Pocitos";5;"CH";1;52;1;83013,3333333333;0;"1";0;1;0;1;1
"2019_1_2019005108";23;"Conciliacion";13;"G";2;73;1;34193;9000;"1";0;1;0;0;1
"2019_1_2019005110";27;"Pocitos";5;"CH";2;70;1;70118;30000;"2";0;1;0;0;1
"2019_1_2019005112";36;"Villa Garcia, Manga Rur.";9;"F";2;61;1;55710;15000;"2";0;1;0;0;1
"2019_1_2019005113";30;"Las Canteras";9;"F";2;45;1;74214;15000;"2";0;1;0;0;1
"2019_1_2019005114";43;"Jardines del Hipodromo";9;"F";1;35;1;47088;0;"1";0;1;0;1;1
"2019_1_2019005115";36;"Ituzaingo";9;"F";2;26;1;41178;0;"2";0;1;0;0;1
"2019_1_2019005131";28;"Jardines del Hipodromo";9;"F";2;62;1;54928;15000;"2";0;1;0;0;1
"2019_1_2019005136";23;"Cordon";2;"B";2;79;1;17197;0;"1";0;1;0;0;1
"2019_1_2019005139";20;"Pocitos";5;"CH";2;89;1;54217;17000;"1";0;1;0;0;0
"2019_1_2019005143";43;"Malvin Norte";6;"E";2;50;1;51692;0;"4";0;2;0;0;0
"2019_1_2019005146";34;"Buceo";7;"E";1;50;1;88644;0;"2";0;1;0;1;1
"2019_1_2019005156";29;"Buceo";7;"E";2;90;1;92976;25000;"2";0;1;0;1;1
"2019_1_2019005161";42;"Pque. Batlle, V. Dolores";5;"CH";1;63;1;170642;35000;"3";0;1;0;1;1
"2019_1_2019005164";44;"Jardines del Hipodromo";9;"F";1;54;1;34414;12000;"6";1;1;0;0;0
"2019_1_2019005165";27;"Punta Carretas";5;"CH";2;75;1;39826;0;"2";0;1;0;0;1
"2019_1_2019005168";34;"Manga";9;"F";2;50;1;39542;13000;"3";0;1;0;0;1
"2019_1_2019005169";17;"Aguada";2;"B";2;54;1;75220;18000;"1";0;1;0;0;1
"2019_1_2019005173";40;"Pe¦arol, Lavalleja";13;"G";2;36;1;175084;20000;"4";0;2;0;1;1
"2019_1_2019005179";49;"Pque. Batlle, V. Dolores";4;"CH";1;32;1;102576;0;"2";0;1;0;0;1
"2019_1_2019005181";35;"Castro, P. Castellanos";11;"D";2;46;1;86458;10000;"2";0;1;0;0;0
"2019_1_2019005182";52;"Jardines del Hipodromo";9;"F";2;76;1;95180;0;"6";0;2;0;0;1
"2019_1_2019005190";26;"Manga, Toledo Chico";11;"D";1;61;1;31220;9000;"1";0;3;0;1;0
"2019_1_2019005196";23;"Pe¦arol, Lavalleja";13;"G";2;76;1;25671;12000;"1";0;2;0;0;0
"2019_1_2019005199";18;"Cordon";2;"B";2;62;1;135693;23000;"1";0;1;0;1;1
"2019_1_2019005203";37;"Flor de Maro¦as";9;"F";2;55;1;24813;8000;"3";1;1;0;1;1
"2019_1_2019005209";38;"Casavalle";11;"D";2;36;1;58478;9000;"4";0;1;0;0;0
"2019_1_2019005210";47;"Reducto";3;"C";1;30;1;60368;0;"2";0;1;0;0;1
"2019_1_2019005211";28;"Belvedere";14;"A";2;59;1;87614,3333333333;14000;"2";0;1;0;0;1
"2019_1_2019005215";39;"Buceo";4;"CH";1;36;1;96309,5;0;"3";0;1;0;0;1
"2019_1_2019005218";22;"Malvin";6;"E";2;81;1;33189;16000;"1";0;1;0;0;1
"2019_1_2019005219";16;"Pocitos";5;"CH";2;34;1;43888;0;"1";0;1;0;0;1
"2019_1_2019005221";28;"Punta Gorda";7;"E";2;51;1;201050,666666667;40000;"4";0;1;0;1;1
"2019_1_2019005226";23;"Union";9;"F";2;71;1;22189;0;"1";0;2;0;0;1
"2019_1_2019005227";23;"Aires Puros";15;"C";2;79;1;44001;17000;"1";0;1;0;0;1
"2019_1_2019005228";16;"Pocitos";5;"CH";2;63;1;91288;35000;"1";0;1;0;1;1
"2019_1_2019005235";31;"Las Acacias";11;"D";1;58;1;79424;14000;"2";0;2;0;1;1
"2019_1_2019005237";17;"La Paloma, Tomkinson";17;"A";2;32;1;24000;9000;"1";0;1;1;0;0
"2019_1_2019005238";31;"Casavalle";11;"D";1;59;1;43324;6000;"2";0;2;0;0;0
"2019_1_2019005239";31;"Capurro, Bella Vista";16;"C";1;94;1;100440;20000;"2";0;1;0;0;0
"2019_1_2019005241";47;"Reducto";16;"C";2;46;1;113756;25000;"5";0;1;0;1;1
"2019_1_2019005242";40;"La Paloma, Tomkinson";17;"A";2;50;1;45471;11000;"2";0;3;0;0;0
"2019_1_2019005245";37;"Pe¦arol, Lavalleja";13;"G";2;75;1;68455;17000;"3";0;2;0;0;0
"2019_1_2019005247";34;"Union";6;"E";1;53;1;60392;0;"3";0;1;0;0;1
"2019_1_2019005250";18;"Atahualpa";3;"C";2;58;1;54354,3333333333;0;"1";0;1;0;0;1
"2019_1_2019005252";32;"Tres Ombues, Victoria";14;"A";1;72;1;119236;18000;"2";0;1;0;1;1
"2019_1_2019005255";35;"Pocitos";5;"CH";1;83;1;127722;25000;"2";0;1;0;1;1
"2019_1_2019005259";23;"Maro¦as, Parque Guarani";9;"F";2;78;1;28262;0;"1";0;1;0;0;0
"2019_1_2019005266";44;"Villa Espa¦ola";11;"D";1;53;1;61676;0;"2";0;1;0;0;1
"2019_1_2019005268";31;"Buceo";7;"E";1;37;1;127394;19000;"2";0;1;0;1;1
"2019_1_2019005270";23;"Tres Cruces";2;"B";2;76;1;24180;10000;"1";0;1;0;0;0
"2019_1_2019005276";39;"Buceo";4;"CH";1;54;1;209440;25000;"3";0;1;0;1;1
"2019_1_2019005277";39;"Prado, Nueva Savona";14;"A";1;42;1;77513,3333333333;15000;"1";0;2;0;1;1
"2019_1_2019005279";24;"Maro¦as, Parque Guarani";9;"F";2;72;1;50871;10000;"1";0;2;0;0;1
"2019_1_2019005281";25;"Punta Carretas";5;"CH";2;21;1;101500;0;"1";0;1;0;1;1
"2019_1_2019005285";31;"Pocitos";5;"CH";2;82;1;158928;0;"2";0;1;0;0;1
"2019_1_2019005287";38;"Reducto";3;"C";1;40;1;77579;19000;"3";0;1;0;1;1
"2019_1_2019005289";40;"Colon Centro y Noroeste";12;"G";1;66;1;115020,666666667;12000;"4";0;1;0;1;1
"2019_1_2019005291";33;"Piedras Blancas";10;"D";2;67;1;56248;10000;"2";0;1;0;0;1
"2019_1_2019005292";35;"Aires Puros";15;"C";1;34;1;63582;10000;"2";0;1;0;0;1
"2019_1_2019005294";48;"Sayago";13;"G";1;38;1;63026,6666666667;5000;"2";0;2;0;0;1
"2019_1_2019005295";32;"Cordon";2;"B";1;24;1;27214;0;"1";0;1;1;0;1
"2019_1_2019005297";35;"Pocitos";5;"CH";2;56;1;57828;10000;"2";0;1;0;0;1
"2019_1_2019005302";35;"Tres Ombues, Victoria";14;"A";2;44;1;57457;12000;"3";0;2;0;0;1
"2019_1_2019005308";22;"La Teja";14;"A";2;89;1;42193;0;"1";0;1;0;0;0
"2019_1_2019005310";47;"Mercado Modelo, Bolivar";3;"C";1;24;1;68542;18000;"2";0;1;0;0;1
"2019_1_2019005311";32;"Capurro, Bella Vista";16;"C";1;24;1;31394,3333333333;0;"1";0;1;0;0;1
"2019_1_2019005319";27;"Barrio Sur";1;"B";2;71;1;69588;21000;"2";0;1;0;0;1
"2019_1_2019005323";30;"Punta Carretas";5;"CH";1;62;1;423194;0;"2";0;1;0;1;1
"2019_1_2019005328";18;"Manga";10;"D";2;59;1;48397;15000;"1";0;2;0;0;1
"2019_1_2019005336";38;"Palermo";2;"B";2;43;1;97813;20000;"3";0;1;0;1;1
"2019_1_2019005337";35;"Colon Centro y Noroeste";12;"G";1;31;1;181440;0;"2";0;1;0;1;1
"2019_1_2019005338";43;"Barrio Sur";1;"B";2;39;1;77900;25000;"5";0;1;0;0;1
"2019_1_2019005339";35;"Conciliacion";13;"G";2;39;1;44469;10000;"3";0;1;0;0;0
"2019_1_2019005340";47;"Parque Rodo";2;"B";1;23;1;50242;0;"2";0;1;0;0;1
"2019_1_2019005345";40;"Parque Rodo";2;"B";2;52;1;327100,333333333;35000;"4";0;1;0;1;1
"2019_1_2019005346";39;"Larra¦aga";4;"CH";2;49;1;133818,666666667;18000;"4";0;1;1;1;1
"2019_1_2019005347";35;"Tres Ombues, Victoria";14;"A";2;31;1;106360;10000;"2";0;2;0;1;1
"2019_1_2019005349";38;"Jardines del Hipodromo";9;"F";2;40;1;62408,4;15000;"3";0;1;0;0;1
"2019_1_2019005355";41;"Jardines del Hipodromo";9;"F";1;42;1;57378;0;"3";0;1;0;0;1
"2019_1_2019005364";27;"Villa Garcia, Manga Rur.";9;"F";2;31;1;25328;0;"2";1;3;0;0;0
"2019_1_2019005370";47;"Jacinto Vera";3;"C";1;26;1;71389;20000;"2";0;1;0;0;1
"2019_1_2019005371";39;"Las Canteras";9;"F";2;47;1;37486;16000;"3";0;1;0;0;0
"2019_1_2019005376";18;"Pocitos";5;"CH";1;68;1;78547,3333333333;30000;"1";0;1;0;1;1
"2019_1_2019005381";32;"Piedras Blancas";10;"D";2;40;1;70718;0;"2";0;1;0;0;1
"2019_1_2019005383";44;"La Blanqueada";4;"CH";1;23;1;52086;0;"2";0;1;0;0;1
"2019_1_2019005391";34;"Cordon";2;"B";2;72;1;49220;16000;"2";0;1;0;0;1
"2019_1_2019005398";23;"Villa Espa¦ola";11;"D";2;80;1;58262;24000;"1";0;1;0;1;0
"2019_1_2019005399";51;"Piedras Blancas";9;"F";2;28;1;72189,5;0;"4";0;2;0;0;0
"2019_1_2019005401";35;"Colon Sureste, Abayuba";12;"G";1;32;1;56542;0;"2";0;2;0;1;1
"2019_1_2019005402";27;"Pocitos";5;"CH";2;39;1;104116;20000;"2";0;1;0;1;1
"2019_1_2019005404";14;"Pocitos";5;"CH";1;53;1;636542;22000;"2";0;1;0;1;1
"2019_1_2019005405";40;"Palermo";2;"B";1;36;1;99479,6666666667;18000;"3";0;1;0;1;1
"2019_1_2019005411";20;"Aires Puros";15;"C";1;66;1;48088;25000;"1";0;1;0;1;1
"2019_1_2019005418";44;"Casavalle";11;"D";2;39;1;28900;9000;"4";1;1;0;0;1
"2019_1_2019005419";39;"Aires Puros";15;"C";2;56;1;66881;18000;"3";0;1;0;0;1
"2019_1_2019005421";46;"Cerrito";11;"D";1;67;1;109788;15000;"7";0;2;0;1;1
"2019_1_2019005422";23;"Nuevo Paris";18;"A";2;71;1;56062;15000;"1";0;1;0;0;1
"2019_1_2019005425";33;"Carrasco Norte";8;"E";1;58;1;62620,6666666667;7000;"3";0;1;0;0;1
"2019_1_2019005426";18;"Malvin Norte";6;"E";2;62;1;32214;12000;"1";0;1;0;0;0
"2019_1_2019005435";31;"Union";6;"E";1;86;1;116394;20000;"2";0;1;0;1;1
"2019_1_2019005436";22;"Tres Ombues, Victoria";14;"A";1;70;1;70193;10000;"1";0;1;0;0;0
"2019_1_2019005437";39;"Maro¦as, Parque Guarani";9;"F";2;25;1;20228;0;"2";1;1;0;0;1
"2019_1_2019005438";18;"Pque. Batlle, V. Dolores";5;"CH";2;64;1;35354,3333333333;16000;"1";0;1;0;0;1
"2019_1_2019005439";35;"Cerro";17;"A";1;28;1;77786;0;"3";0;2;0;0;1
"2019_1_2019005441";35;"Nuevo Paris";14;"A";2;55;1;49197;5000;"3";0;1;0;0;1
"2019_1_2019005445";31;"Union";6;"E";1;83;1;115523,333333333;15000;"2";0;1;0;0;0
"2019_1_2019005446";16;"La Blanqueada";4;"CH";2;30;1;62189;0;"1";0;1;0;0;0
"2019_1_2019005454";22;"Capurro, Bella Vista";16;"C";2;73;1;70579;25000;"1";0;1;0;0;1
"2019_1_2019005457";28;"Jacinto Vera";3;"C";2;81;1;67180;15000;"2";0;1;0;0;1
"2019_1_2019005465";35;"Pocitos";5;"CH";1;36;1;248386,666666667;17000;"4";0;1;0;1;1
"2019_1_2019005466";47;"La Paloma, Tomkinson";17;"A";2;29;1;32615;6000;"3";1;2;0;0;0
"2019_1_2019005478";33;"Cordon";2;"B";1;26;1;44118;0;"1";0;1;0;0;1
"2019_1_2019005482";19;"Manga, Toledo Chico";10;"D";2;62;1;24514;8000;"1";0;2;0;0;1
"2019_1_2019005486";36;"Centro";1;"B";2;33;1;72320;18000;"2";0;1;0;0;1
"2019_1_2019005493";25;"Brazo Oriental";3;"C";1;60;1;87220;15000;"1";0;1;0;1;1
"2019_1_2019005496";42;"Aires Puros";15;"C";2;69;1;42091;12000;"3";0;2;0;1;1
"2019_1_2019005500";37;"Las Canteras";8;"E";2;85;1;156465;11500;"5";0;1;0;1;1
"2019_1_2019005502";37;"La Figurita";3;"C";2;55;1;72864;0;"3";0;1;0;0;1
"2019_1_2019005505";37;"Mercado Modelo, Bolivar";11;"D";2;64;1;90428;13000;"3";0;1;0;1;1
"2019_1_2019005506";38;"Cerrito";11;"D";1;62;1;175220;19000;"3";0;1;0;1;1
"2019_1_2019005507";41;"Parque Rodo";2;"B";1;36;1;171085,666666667;25000;"1";0;1;0;1;1
"2019_1_2019005508";21;"Carrasco";8;"E";1;63;1;52925;50000;"3";0;1;0;1;1
"2019_1_2019005510";30;"Punta Gorda";7;"E";1;61;1;385197,333333333;30000;"4";0;1;0;1;1
"2019_1_2019005511";32;"Pta. Rieles, Bella Italia";9;"F";1;60;1;60560,6666666667;10000;"2";0;1;0;1;0
"2019_1_2019005512";39;"Las Canteras";8;"E";1;41;1;63662;20000;"1";0;1;0;1;1
"2019_1_2019005521";23;"Pocitos";5;"CH";2;85;1;301886,666666667;25000;"1";0;1;0;0;0
"2019_1_2019005522";35;"Aguada";3;"C";2;37;1;80619;16000;"3";0;1;0;0;1
"2019_1_2019005523";29;"Pque. Batlle, V. Dolores";4;"CH";2;28;1;43497,3333333333;0;"1";0;1;0;0;0
"2019_1_2019005525";40;"Centro";1;"B";1;35;1;86540;0;"3";0;1;0;0;1
"2019_1_2019005536";22;"Villa Garcia, Manga Rur.";9;"F";1;68;1;52214;10000;"1";0;1;0;0;1
"2019_1_2019005540";24;"Buceo";6;"E";1;63;1;141380,666666667;30000;"1";0;1;0;1;1
"2019_1_2019005541";31;"Casabo, Pajas Blancas";17;"A";1;54;1;68576;8000;"2";0;3;0;0;1
"2019_1_2019005544";33;"Villa Espa¦ola";11;"D";1;51;1;32949;10000;"2";0;1;0;0;1
"2019_1_2019005556";30;"Pe¦arol, Lavalleja";13;"G";1;83;1;43378;12000;"2";0;1;0;0;0
"2019_1_2019005561";44;"Union";11;"D";1;40;1;87542;0;"3";0;1;0;0;0
"2019_1_2019005562";42;"Cordon";2;"B";1;36;1;61952;0;"4";0;1;0;0;0
"2019_1_2019005570";36;"La Paloma, Tomkinson";18;"A";2;61;1;38942;6000;"3";0;3;0;1;1
"2019_1_2019005574";41;"Paso de las Duranas";13;"G";2;27;1;112442;25000;"3";0;1;0;1;1
"2019_1_2019005584";40;"Pocitos";5;"CH";1;47;1;257070;35000;"5";0;1;0;1;1
"2019_1_2019005585";43;"Pe¦arol, Lavalleja";13;"G";2;65;1;37576;10000;"2";0;2;0;0;0
"2019_1_2019005586";16;"Pocitos";5;"CH";1;88;1;965708,666666667;75000;"2";0;1;0;0;1
"2019_1_2019005596";34;"Ciudad Vieja";1;"B";2;74;1;103124;20000;"2";0;1;0;0;1
"2019_1_2019005597";44;"La Paloma, Tomkinson";18;"A";2;21;1;47865;7000;"4";0;1;0;0;1
"2019_1_2019005598";37;"Pocitos";5;"CH";2;72;1;162214;50000;"2";0;1;0;1;1
"2019_1_2019005602";37;"Pocitos";5;"CH";2;27;1;260220;0;"2";0;1;0;1;1
"2019_1_2019005604";18;"Centro";1;"B";2;62;1;113492,333333333;18000;"1";0;1;0;0;1
"2019_1_2019005605";25;"Colon Sureste, Abayuba";12;"G";1;58;1;23697;8000;"1";0;2;0;0;0
"2019_1_2019005607";25;"Punta Gorda";7;"E";1;50;1;323960;31000;"3";0;1;0;1;1
"2019_1_2019005611";28;"Tres Ombues, Victoria";14;"A";1;58;1;103636;16000;"2";0;1;0;0;1
"2019_1_2019005612";41;"Castro, P. Castellanos";11;"D";1;61;1;107567;30000;"4";0;1;0;0;1
"2019_1_2019005614";32;"Barrio Sur";1;"B";2;30;1;66834,5;15000;"3";0;1;0;0;1
"2019_1_2019005623";35;"Belvedere";14;"A";1;38;1;16000;0;"2";1;1;0;0;0
"2019_1_2019005626";40;"Castro, P. Castellanos";11;"D";1;44;1;123380;0;"4";0;1;0;1;1
"2019_1_2019005628";50;"Cordon";2;"B";1;42;1;154042;0;"2";0;1;0;1;1
"2019_1_2019005631";20;"Aguada";3;"C";1;69;1;108262;15000;"1";0;1;0;1;1
"2019_1_2019005633";21;"Punta Gorda";7;"E";1;88;1;199060,666666667;40000;"2";0;1;0;1;1
"2019_1_2019005635";39;"Las Canteras";9;"F";1;69;1;81168;4000;"4";0;2;0;0;1
"2019_1_2019005636";31;"Buceo";5;"CH";1;89;1;85442;16000;"2";0;1;0;0;1
"2019_1_2019005639";32;"Pocitos";5;"CH";2;51;1;293530,666666667;35000;"3";0;1;0;1;1
"2019_1_2019005640";17;"Centro";1;"B";2;59;1;45214;10000;"1";0;1;0;0;1
"2019_1_2019005642";23;"Pocitos";5;"CH";2;77;1;114689;35000;"1";0;1;0;0;1
"2019_1_2019005645";40;"Reducto";16;"C";2;41;1;195339,666666667;18000;"4";0;1;0;1;1
"2019_1_2019005648";31;"Flor de Maro¦as";9;"F";1;83;1;58394;22000;"2";0;1;0;0;1
"2019_1_2019005654";30;"Pque. Batlle, V. Dolores";4;"CH";1;74;1;123576;30000;"2";0;1;0;1;1
"2019_1_2019005656";45;"Casabo, Pajas Blancas";18;"A";1;54;1;176873,5;0;"12";0;1;0;1;1
"2019_1_2019005661";22;"Cordon";2;"B";2;81;1;76214;12000;"1";0;1;0;0;0
"2019_1_2019005662";28;"Pocitos";5;"CH";1;65;1;73904;0;"2";0;1;0;0;1
"2019_1_2019005671";36;"Pe¦arol, Lavalleja";13;"G";1;61;1;86864;25000;"3";0;1;0;1;1
"2019_1_2019005679";31;"Larra¦aga";3;"C";1;72;1;111788;30000;"2";0;1;0;1;1
"2019_1_2019005680";36;"Pocitos";5;"CH";1;41;1;125485;25000;"5";0;1;0;1;1
"2019_1_2019005684";36;"Pocitos";5;"CH";1;43;1;455940;22000;"2";0;1;0;1;1
"2019_1_2019005690";52;"Nuevo Paris";14;"A";2;38;1;171399,333333333;12000;"6";0;2;0;0;0
"2019_1_2019005693";19;"Pocitos";5;"CH";1;60;1;820604,333333333;40000;"2";0;1;0;1;1
"2019_1_2019005694";21;"Maro¦as, Parque Guarani";9;"F";1;80;1;57118;25000;"1";0;2;0;0;0
"2019_1_2019005700";43;"Pocitos";5;"CH";1;51;1;165084;30000;"4";0;1;0;1;1
"2019_1_2019005705";31;"Union";6;"E";2;73;1;56542;20000;"2";0;1;0;0;1
"2019_1_2019005707";45;"Larra¦aga";4;"CH";1;52;1;103369,333333333;0;"2";0;1;0;0;1
"2019_1_2019005710";25;"Jardines del Hipodromo";9;"F";1;52;1;28400;10000;"1";0;2;0;0;0
"2019_1_2019005712";42;"Union";11;"D";2;75;1;115185;0;"5";0;1;0;1;0
"2019_1_2019005721";27;"Nuevo Paris";18;"A";2;71;1;34788;12500;"2";0;1;0;0;1
"2019_1_2019005726";31;"Las Canteras";9;"F";1;64;1;52576;8000;"2";0;1;0;0;1
"2019_1_2019005727";20;"Punta Carretas";5;"CH";2;89;1;132118;30000;"1";0;1;0;0;1
"2019_1_2019005728";17;"Centro";1;"B";2;55;1;54621,3333333333;0;"1";0;1;0;0;1
"2019_1_2019005730";22;"Maro¦as, Parque Guarani";9;"F";2;66;1;27268;10000;"1";0;1;0;0;1
"2019_1_2019005731";20;"Union";6;"E";1;68;1;14214;0;"1";0;1;0;0;1
"2019_1_2019005751";36;"Parque Rodo";2;"B";1;34;1;175072,333333333;30000;"2";0;1;0;1;1
"2019_1_2019005754";27;"Villa Espa¦ola";11;"D";2;63;1;71910;20000;"2";0;1;0;1;1
"2019_1_2019005762";39;"Reducto";3;"C";1;38;1;51288;8000;"1";0;1;0;0;0
"2019_1_2019005764";35;"Pocitos";5;"CH";1;42;1;51047,3333333333;0;"1";0;1;0;0;1
"2019_1_2019005767";31;"Manga";10;"D";1;78;1;73009,3333333333;16000;"2";0;1;0;1;1
"2019_1_2019005771";27;"La Paloma, Tomkinson";18;"A";2;44;1;44062;10000;"2";0;1;0;0;1
"2019_1_2019005777";25;"Pocitos";5;"CH";2;50;1;121000;31000;"2";0;1;0;1;1
"2019_1_2019005778";41;"Buceo";7;"E";1;40;1;37193;0;"1";0;1;0;1;1
"2019_1_2019005779";25;"Buceo";7;"E";1;63;1;45118;0;"1";0;1;0;0;0
"2019_1_2019005784";29;"Buceo";5;"CH";2;63;1;65214;18000;"2";0;1;0;1;1
"2019_1_2019005792";45;"Jardines del Hipodromo";9;"F";2;66;1;74894;0;"2";0;2;0;0;0
"2019_1_2019005793";43;"Tres Cruces";2;"B";1;78;1;144088;18000;"3";0;1;0;0;1
"2019_1_2019005804";22;"Larra¦aga";3;"C";2;68;1;16409;0;"1";0;1;0;0;0
"2019_1_2019005813";29;"Larra¦aga";3;"C";2;60;1;74542;23000;"2";0;1;0;0;1
"2019_1_2019005814";43;"Ciudad Vieja";1;"B";1;33;1;33180;0;"1";0;1;0;0;1
"2019_1_2019005815";23;"Larra¦aga";4;"CH";2;69;1;29943;0;"1";0;1;0;0;1
"2019_1_2019005817";21;"Pocitos";5;"CH";1;58;1;68130;18000;"1";0;1;0;1;1
"2019_1_2019005830";44;"Maro¦as, Parque Guarani";9;"F";2;27;1;54591;10000;"3";0;2;0;0;1
"2019_1_2019005831";38;"Pocitos";5;"CH";2;43;1;215851;18000;"4";0;1;0;0;1
"2019_1_2019005840";29;"Villa Garcia, Manga Rur.";9;"F";1;64;1;58576;10000;"2";0;1;0;1;1
"2019_1_2019005848";30;"La Teja";14;"A";1;70;1;48428;15000;"2";0;2;0;0;0
"2019_1_2019005851";39;"Colon Centro y Noroeste";12;"G";2;57;1;79189;14000;"3";0;2;0;0;0
"2019_1_2019005854";36;"Jacinto Vera";3;"C";1;34;1;91968;0;"2";0;1;0;1;1
"2019_1_2019005860";20;"Punta Carretas";5;"CH";2;67;1;110197;23008;"1";0;1;0;1;1
"2019_1_2019005864";30;"Carrasco";8;"E";1;48;1;155000;30000;"4";0;1;0;1;1
"2019_1_2019005866";47;"Piedras Blancas";9;"F";2;50;1;50900;8000;"6";1;1;0;0;1
"2019_1_2019005868";20;"Pocitos";5;"CH";2;88;1;122991;30000;"1";0;1;0;0;1
"2019_1_2019005869";30;"Las Canteras";8;"E";2;66;1;115603;15000;"2";0;1;0;1;1
"2019_1_2019005871";50;"Casabo, Pajas Blancas";17;"A";2;56;1;27590;7000;"7";1;2;0;0;0
"2019_1_2019005872";43;"Union";6;"E";1;47;1;226417,333333333;30000;"4";0;1;0;1;1
"2019_1_2019005873";26;"Sayago";13;"G";2;60;1;69314;12000;"2";0;1;0;0;0
"2019_1_2019005877";30;"Buceo";7;"E";1;60;1;113378;15000;"2";0;1;0;0;1
"2019_1_2019005884";39;"Barrio Sur";1;"B";2;27;1;88560,6666666667;0;"2";0;1;0;0;1
"2019_1_2019005887";34;"Pocitos";5;"CH";1;35;1;219354;30000;"3";0;1;0;1;1
"2019_1_2019005891";22;"Malvin Norte";6;"E";2;79;1;75693;18000;"1";0;1;0;0;1
"2019_1_2019005896";39;"Cordon";2;"B";1;51;1;145121,333333333;20000;"4";0;1;0;1;1
"2019_1_2019005907";47;"Paso de las Duranas";13;"G";1;49;1;81428;0;"2";0;1;0;0;1
"2019_1_2019005908";23;"Union";6;"E";2;92;1;52271;0;"1";0;1;0;0;0
"2019_1_2019005910";35;"Malvin Norte";6;"E";1;54;1;45582;4000;"3";0;1;0;0;0
"2019_1_2019005913";30;"Pocitos";5;"CH";1;62;1;127724;0;"2";0;1;0;1;1
"2019_1_2019005914";38;"Jardines del Hipodromo";9;"F";2;91;1;44118;16000;"3";0;1;0;0;0
"2019_1_2019005926";29;"Aguada";16;"C";2;22;1;53724;18000;"1";0;1;0;0;1
"2019_1_2019005931";32;"Casabo, Pajas Blancas";17;"A";2;74;1;65940;7000;"2";0;1;0;0;0
"2019_1_2019005936";39;"Capurro, Bella Vista";16;"C";1;53;1;125486,333333333;25000;"3";0;1;0;1;1
"2019_1_2019005937";24;"Tres Ombues, Victoria";14;"A";2;65;1;72189;9000;"1";0;1;0;0;0
"2019_1_2019005941";36;"Malvin Norte";6;"E";2;56;1;50084;10000;"3";0;1;0;0;0
"2019_1_2019005946";35;"Prado, Nueva Savona";15;"C";1;30;1;175451,333333333;0;"1";0;1;0;1;1
"2019_1_2019005947";18;"Pocitos";5;"CH";2;53;1;44184;16000;"1";0;1;0;0;0
"2019_1_2019005948";17;"La Teja";14;"A";2;55;1;24180;7000;"1";0;2;0;0;0
"2019_1_2019005951";40;"Reducto";3;"C";2;37;1;80272;0;"4";0;1;0;0;1
"2019_1_2019005955";33;"La Teja";14;"A";1;62;1;107602;12000;"4";0;1;0;0;1
"2019_1_2019005956";31;"Capurro, Bella Vista";16;"C";2;58;1;93262;25000;"2";0;1;0;0;1
"2019_1_2019005960";39;"Pe¦arol, Lavalleja";13;"G";1;41;1;67813;10000;"3";0;2;0;1;1
"2019_1_2019005963";39;"Tres Cruces";2;"B";1;50;1;129756;30000;"4";0;1;0;1;1
"2019_1_2019005964";29;"Casabo, Pajas Blancas";17;"A";1;65;1;26193;9000;"2";0;2;0;0;0
"2019_1_2019005970";39;"Buceo";5;"CH";2;30;1;48093;0;"3";0;1;0;0;1
"2019_1_2019005971";32;"Palermo";2;"B";1;69;1;272658,666666667;45000;"2";0;1;0;1;1
"2019_1_2019005978";17;"Tres Ombues, Victoria";14;"A";2;42;1;66118;12000;"1";0;1;0;1;1
"2019_1_2019005981";32;"Tres Ombues, Victoria";14;"A";2;54;1;61576;12000;"2";0;1;0;0;1
"2019_1_2019005990";22;"Union";6;"E";2;91;1;47497;15000;"1";0;1;0;0;1
"2019_1_2019005994";22;"Cerrito";11;"D";2;41;1;55189;9000;"2";0;2;0;0;0
"2019_1_2019006003";23;"Aires Puros";15;"C";2;72;1;31888;12000;"1";0;2;0;0;1
"2019_1_2019006005";41;"Colon Sureste, Abayuba";12;"G";1;32;1;64288;15000;"4";0;2;0;1;1
