"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"desocupado";"ocupados";"subempleo";"pobpcoac";"TotEduc"
"2019_1_2019010025";46;"Villa Garcia, Manga Rur.";9;"F";2;3;3;0;0;0;1;"0"
"2019_1_2019010025";46;"Villa Garcia, Manga Rur.";9;"F";1;26;1;0;1;0;2;"6"
"2019_1_2019010030";20;"La Comercial";3;"C";1;70;1;0;0;0;10;"17"
"2019_1_2019010031";32;"Las Canteras";8;"E";1;28;1;0;1;0;2;"12"
"2019_1_2019010032";33;"Cerro";17;"A";2;35;2;0;1;0;2;"13"
"2019_1_2019010032";33;"Cerro";17;"A";1;50;1;0;1;0;2;"9"
"2019_1_2019010032";33;"Cerro";17;"A";2;9;3;0;0;0;1;"3"
"2019_1_2019010037";30;"Pe¦arol, Lavalleja";13;"G";2;47;1;0;1;0;2;"8"
"2019_1_2019010037";30;"Pe¦arol, Lavalleja";13;"G";2;16;4;0;0;0;7;"9"
"2019_1_2019010039";43;"Malvin Norte";6;"E";1;11;3;0;0;0;1;"4"
"2019_1_2019010039";43;"Malvin Norte";6;"E";1;41;2;0;1;0;2;"6"
"2019_1_2019010039";43;"Malvin Norte";6;"E";1;1;3;0;0;0;1;"0"
"2019_1_2019010039";43;"Malvin Norte";6;"E";2;9;3;0;0;0;1;"2"
"2019_1_2019010039";43;"Malvin Norte";6;"E";2;30;1;0;0;0;6;"6"
"2019_1_2019010039";43;"Malvin Norte";6;"E";1;7;3;0;0;0;1;"1"
"2019_1_2019010043";17;"Ciudad Vieja";1;"B";2;58;1;0;1;0;2;"16"
"2019_1_2019010045";38;"Buceo";7;"E";1;48;1;0;1;0;2;"12"
"2019_1_2019010045";38;"Buceo";7;"E";2;54;2;0;1;1;2;"10"
"2019_1_2019010048";45;"Conciliacion";13;"G";1;12;3;0;0;0;1;"6"
"2019_1_2019010048";45;"Conciliacion";13;"G";2;45;1;0;1;0;2;"14"
"2019_1_2019010048";45;"Conciliacion";13;"G";1;46;2;0;1;0;2;"10"
"2019_1_2019010048";45;"Conciliacion";13;"G";2;19;4;1;0;0;4;"12"
"2019_1_2019010048";45;"Conciliacion";13;"G";1;23;4;0;1;0;2;"9"
"2019_1_2019010049";41;"Nuevo Paris";18;"A";2;49;1;0;1;0;2;"16"
"2019_1_2019010049";41;"Nuevo Paris";18;"A";1;21;3;0;0;0;11;"12"
"2019_1_2019010049";41;"Nuevo Paris";18;"A";2;23;3;0;0;0;7;"14"
"2019_1_2019010049";41;"Nuevo Paris";18;"A";1;53;2;0;1;0;2;"11"
"2019_1_2019010056";31;"Pocitos";5;"CH";2;97;7;0;0;0;9;"8"
"2019_1_2019010056";31;"Pocitos";5;"CH";1;74;1;0;0;0;10;"12"
"2019_1_2019010058";31;"Mercado Modelo, Bolivar";3;"C";2;15;4;0;0;0;7;"8"
"2019_1_2019010058";31;"Mercado Modelo, Bolivar";3;"C";2;47;1;0;1;0;2;"17"
"2019_1_2019010066";43;"Casabo, Pajas Blancas";17;"A";2;17;3;0;0;0;7;"9"
"2019_1_2019010066";43;"Casabo, Pajas Blancas";17;"A";1;1;3;0;0;0;1;"0"
"2019_1_2019010066";43;"Casabo, Pajas Blancas";17;"A";2;38;2;0;0;0;6;"8"
"2019_1_2019010066";43;"Casabo, Pajas Blancas";17;"A";1;40;1;0;1;0;2;"6"
"2019_1_2019010069";29;"Conciliacion";13;"G";1;76;1;0;0;0;10;"6"
"2019_1_2019010069";29;"Conciliacion";13;"G";2;60;9;0;0;0;10;"6"
"2019_1_2019010071";29;"Centro";1;"B";2;64;1;0;0;0;10;"19"
"2019_1_2019010071";29;"Centro";1;"B";2;67;9;0;0;0;10;"18"
"2019_1_2019010080";30;"Sayago";13;"G";2;73;2;0;0;0;10;"12"
"2019_1_2019010080";30;"Sayago";13;"G";1;71;1;0;1;0;2;"9"
"2019_1_2019010083";36;"Villa Espa¦ola";11;"D";2;39;2;0;1;0;2;"11"
"2019_1_2019010083";36;"Villa Espa¦ola";11;"D";1;37;1;0;1;0;2;"6"
"2019_1_2019010088";32;"Buceo";6;"E";1;8;4;0;0;0;1;"1"
"2019_1_2019010088";32;"Buceo";6;"E";2;47;1;0;1;0;2;"17"
"2019_1_2019010088";32;"Buceo";6;"E";2;8;4;0;0;0;1;"2"
"2019_1_2019010091";29;"Belvedere";14;"A";1;60;1;0;0;0;10;"9"
"2019_1_2019010091";29;"Belvedere";14;"A";2;57;2;0;1;0;2;"12"
"2019_1_2019010095";29;"Casavalle";11;"D";1;73;2;0;0;0;10;"3"
"2019_1_2019010095";29;"Casavalle";11;"D";2;60;1;0;0;0;6;"1"
"2019_1_2019010096";38;"Capurro, Bella Vista";16;"C";2;17;4;0;0;0;9;"3"
"2019_1_2019010096";38;"Capurro, Bella Vista";16;"C";2;35;1;0;1;0;2;"11"
"2019_1_2019010096";38;"Capurro, Bella Vista";16;"C";1;10;4;0;0;0;1;"3"
"2019_1_2019010096";38;"Capurro, Bella Vista";16;"C";1;5;4;0;0;0;1;"0"
"2019_1_2019010101";42;"Casabo, Pajas Blancas";17;"A";2;6;3;0;0;0;1;"0"
"2019_1_2019010101";42;"Casabo, Pajas Blancas";17;"A";2;13;3;0;0;0;1;"5"
"2019_1_2019010101";42;"Casabo, Pajas Blancas";17;"A";1;36;2;0;1;0;2;"6"
"2019_1_2019010101";42;"Casabo, Pajas Blancas";17;"A";2;30;1;0;0;0;6;"5"
"2019_1_2019010111";43;"Aguada";3;"C";1;1;3;0;0;0;1;"0"
"2019_1_2019010111";43;"Aguada";3;"C";2;26;1;0;1;0;2;"12"
"2019_1_2019010111";43;"Aguada";3;"C";1;29;2;0;1;0;2;"15"
"2019_1_2019010116";44;"Belvedere";14;"A";2;66;2;0;0;0;9;"9"
"2019_1_2019010116";44;"Belvedere";14;"A";1;40;3;0;1;1;2;"6"
"2019_1_2019010116";44;"Belvedere";14;"A";1;70;1;0;0;0;10;"6"
"2019_1_2019010122";23;"Cerro";17;"A";2;73;1;0;0;0;10;"6"
"2019_1_2019010126";47;"Casavalle";11;"D";2;34;2;0;1;0;2;"9"
"2019_1_2019010126";47;"Casavalle";11;"D";1;17;3;0;0;0;7;"9"
"2019_1_2019010126";47;"Casavalle";11;"D";1;7;3;0;0;0;1;"1"
"2019_1_2019010126";47;"Casavalle";11;"D";1;38;1;0;1;0;2;"7"
"2019_1_2019010130";43;"Conciliacion";13;"G";1;12;3;0;0;0;1;"5"
"2019_1_2019010130";43;"Conciliacion";13;"G";2;43;2;0;1;0;2;"22"
"2019_1_2019010130";43;"Conciliacion";13;"G";2;15;3;0;0;0;7;"8"
"2019_1_2019010130";43;"Conciliacion";13;"G";1;43;1;0;1;0;2;"12"
"2019_1_2019010133";18;"Cordon";2;"B";2;58;1;0;1;1;2;"12"
"2019_1_2019010134";34;"Jardines del Hipodromo";9;"F";2;55;1;0;1;0;2;"8"
"2019_1_2019010134";34;"Jardines del Hipodromo";9;"F";2;86;7;0;0;0;9;"3"
"2019_1_2019010134";34;"Jardines del Hipodromo";9;"F";1;58;2;0;1;0;2;"6"
"2019_1_2019010135";35;"Pocitos";5;"CH";1;30;1;0;1;0;2;"17"
"2019_1_2019010136";23;"Buceo";7;"E";2;83;1;0;0;0;10;"16"
"2019_1_2019010141";43;"Ituzaingo";9;"F";2;21;4;0;1;0;2;"9"
"2019_1_2019010141";43;"Ituzaingo";9;"F";2;12;4;0;0;0;1;"6"
"2019_1_2019010141";43;"Ituzaingo";9;"F";2;42;1;0;1;0;2;"10"
"2019_1_2019010141";43;"Ituzaingo";9;"F";1;19;4;0;1;1;2;"9"
"2019_1_2019010141";43;"Ituzaingo";9;"F";2;70;12;0;0;0;6;"4"
"2019_1_2019010141";43;"Ituzaingo";9;"F";1;24;4;0;1;1;2;"9"
"2019_1_2019010151";37;"La Teja";14;"A";2;26;4;0;1;1;2;"13"
"2019_1_2019010151";37;"La Teja";14;"A";2;56;1;0;0;0;9;"6"
"2019_1_2019010151";37;"La Teja";14;"A";2;21;4;0;0;0;7;"13"
"2019_1_2019010153";22;"Flor de Maro¦as";9;"F";2;65;1;0;0;0;10;"10"
"2019_1_2019010157";17;"Aguada";2;"B";2;64;1;0;0;0;10;"10"
"2019_1_2019010162";30;"La Figurita";3;"C";2;66;2;0;0;0;10;"18"
"2019_1_2019010162";30;"La Figurita";3;"C";1;69;1;0;0;0;10;"20"
"2019_1_2019010167";26;"La Paloma, Tomkinson";17;"A";1;62;1;0;0;0;10;"9"
"2019_1_2019010168";22;"Aguada";2;"B";2;35;2;0;1;0;2;"17"
"2019_1_2019010168";22;"Aguada";2;"B";2;30;1;0;1;0;2;"17"
"2019_1_2019010169";28;"Castro, P. Castellanos";11;"D";2;82;7;0;0;0;10;"10"
"2019_1_2019010169";28;"Castro, P. Castellanos";11;"D";2;56;1;1;0;0;5;"16"
"2019_1_2019010170";20;"Pque. Batlle, V. Dolores";4;"CH";1;87;1;0;0;0;10;"5"
"2019_1_2019010171";39;"Union";6;"E";1;49;2;0;1;0;2;"14"
"2019_1_2019010171";39;"Union";6;"E";2;3;3;0;0;0;1;"0"
"2019_1_2019010171";39;"Union";6;"E";2;43;1;0;1;0;2;"20"
"2019_1_2019010176";33;"Palermo";2;"B";2;48;1;0;1;0;2;"12"
"2019_1_2019010176";33;"Palermo";2;"B";1;19;4;1;0;0;3;"13"
"2019_1_2019010178";14;"Malvin";7;"E";2;42;1;0;1;0;2;"15"
"2019_1_2019010180";28;"Pocitos";5;"CH";2;5;4;0;0;0;1;"0"
"2019_1_2019010180";28;"Pocitos";5;"CH";2;38;1;0;1;0;2;"16"
"2019_1_2019010180";28;"Pocitos";5;"CH";2;7;4;0;0;0;1;"1"
"2019_1_2019010181";41;"La Blanqueada";6;"E";1;42;1;0;1;0;2;"16"
"2019_1_2019010182";28;"Pocitos";5;"CH";1;25;9;0;0;0;7;"14"
"2019_1_2019010182";28;"Pocitos";5;"CH";2;34;1;0;1;0;2;"17"
"2019_1_2019010182";28;"Pocitos";5;"CH";2;30;9;0;1;0;2;"22"
"2019_1_2019010184";44;"Cordon";2;"B";2;19;2;0;1;0;2;"13"
"2019_1_2019010184";44;"Cordon";2;"B";1;19;1;0;1;0;2;"13"
"2019_1_2019010188";43;"Pta. Rieles, Bella Italia";9;"F";1;44;1;0;1;0;2;"11"
"2019_1_2019010202";38;"Aguada";3;"C";1;39;1;0;1;0;2;"18"
"2019_1_2019010202";38;"Aguada";3;"C";2;35;2;0;1;0;2;"16"
"2019_1_2019010202";38;"Aguada";3;"C";1;4;3;0;0;0;1;"0"
"2019_1_2019010204";28;"Pocitos";5;"CH";2;32;4;0;1;0;2;"23"
"2019_1_2019010204";28;"Pocitos";5;"CH";2;66;1;0;0;0;10;"23"
"2019_1_2019010204";28;"Pocitos";5;"CH";2;69;9;0;1;0;2;"23"
"2019_1_2019010205";39;"Mercado Modelo, Bolivar";3;"C";2;42;1;0;0;0;6;"13"
"2019_1_2019010205";39;"Mercado Modelo, Bolivar";3;"C";2;7;3;0;0;0;1;"0"
"2019_1_2019010205";39;"Mercado Modelo, Bolivar";3;"C";1;43;2;0;1;0;2;"12"
"2019_1_2019010208";38;"Sayago";13;"G";2;35;1;0;1;0;2;"10"
"2019_1_2019010208";38;"Sayago";13;"G";1;39;2;0;1;0;2;"9"
"2019_1_2019010208";38;"Sayago";13;"G";1;7;3;0;0;0;1;"1"
"2019_1_2019010210";35;"Parque Rodo";2;"B";1;4;3;0;0;0;1;"0"
"2019_1_2019010210";35;"Parque Rodo";2;"B";2;52;1;0;1;0;2;"23"
"2019_1_2019010210";35;"Parque Rodo";2;"B";1;43;2;0;1;0;2;"12"
"2019_1_2019010220";42;"Belvedere";14;"A";2;81;1;0;0;0;10;"14"
"2019_1_2019010220";42;"Belvedere";14;"A";1;44;4;0;1;0;2;"12"
"2019_1_2019010221";39;"Castro, P. Castellanos";11;"D";2;13;4;0;0;0;1;"7"
"2019_1_2019010221";39;"Castro, P. Castellanos";11;"D";1;58;1;0;1;0;2;"9"
"2019_1_2019010221";39;"Castro, P. Castellanos";11;"D";2;18;4;0;0;0;7;"10"
"2019_1_2019010223";25;"Tres Cruces";4;"CH";1;58;1;0;1;0;2;"18"
"2019_1_2019010225";38;"Union";6;"E";1;14;3;0;0;0;7;"8"
"2019_1_2019010225";38;"Union";6;"E";2;49;2;0;1;0;2;"12"
"2019_1_2019010225";38;"Union";6;"E";1;54;1;0;1;0;2;"10"
"2019_1_2019010225";38;"Union";6;"E";1;19;3;0;0;0;7;"11"
"2019_1_2019010234";35;"Manga, Toledo Chico";10;"D";1;55;4;0;1;0;2;"6"
"2019_1_2019010234";35;"Manga, Toledo Chico";10;"D";2;81;1;0;0;0;10;"4"
"2019_1_2019010238";31;"La Teja";14;"A";2;70;1;0;0;0;10;"6"
"2019_1_2019010238";31;"La Teja";14;"A";1;72;2;0;0;0;10;"12"
"2019_1_2019010252";36;"Prado, Nueva Savona";15;"C";1;49;2;0;1;0;2;"15"
"2019_1_2019010252";36;"Prado, Nueva Savona";15;"C";2;43;1;1;0;0;5;"13"
"2019_1_2019010253";41;"Centro";1;"B";2;26;1;0;1;0;2;"15"
"2019_1_2019010253";41;"Centro";1;"B";2;29;2;0;1;0;2;"15"
"2019_1_2019010254";38;"Las Canteras";6;"E";2;32;2;0;1;0;2;"12"
"2019_1_2019010254";38;"Las Canteras";6;"E";1;5;3;0;0;0;1;"0"
"2019_1_2019010254";38;"Las Canteras";6;"E";1;36;1;0;1;0;2;"11"
"2019_1_2019010256";33;"Tres Ombues, Victoria";14;"A";2;0;11;0;0;0;1;"0"
"2019_1_2019010256";33;"Tres Ombues, Victoria";14;"A";2;20;4;0;0;0;6;"9"
"2019_1_2019010256";33;"Tres Ombues, Victoria";14;"A";2;44;1;0;1;0;2;"8"
"2019_1_2019010258";47;"Pe¦arol, Lavalleja";13;"G";2;29;2;0;1;0;2;"14"
"2019_1_2019010258";47;"Pe¦arol, Lavalleja";13;"G";1;31;1;0;1;1;2;"12"
"2019_1_2019010270";41;"Pocitos";5;"CH";2;5;3;0;0;0;1;"0"
"2019_1_2019010270";41;"Pocitos";5;"CH";1;1;3;0;0;0;1;"0"
"2019_1_2019010270";41;"Pocitos";5;"CH";1;46;1;0;1;0;2;"12"
"2019_1_2019010270";41;"Pocitos";5;"CH";2;42;2;0;1;0;2;"16"
"2019_1_2019010274";33;"La Teja";14;"A";1;62;1;0;1;0;2;"12"
"2019_1_2019010274";33;"La Teja";14;"A";2;65;2;0;0;0;10;"14"
"2019_1_2019010275";39;"Las Canteras";9;"F";2;42;1;0;0;0;6;"6"
"2019_1_2019010275";39;"Las Canteras";9;"F";1;37;2;0;1;0;2;"7"
"2019_1_2019010275";39;"Las Canteras";9;"F";1;11;3;0;0;0;1;"5"
"2019_1_2019010278";35;"Brazo Oriental";15;"C";2;23;4;0;1;1;2;"12"
"2019_1_2019010278";35;"Brazo Oriental";15;"C";2;46;1;0;1;0;2;"7"
"2019_1_2019010278";35;"Brazo Oriental";15;"C";2;7;4;0;0;0;1;"0"
"2019_1_2019010284";38;"Las Acacias";11;"D";1;20;3;1;0;0;3;"8"
"2019_1_2019010284";38;"Las Acacias";11;"D";1;63;1;0;0;0;10;"6"
"2019_1_2019010284";38;"Las Acacias";11;"D";2;59;2;0;1;0;2;"9"
"2019_1_2019010286";44;"Atahualpa";15;"C";1;19;3;0;0;0;7;"13"
"2019_1_2019010286";44;"Atahualpa";15;"C";2;56;1;0;1;0;2;"18"
"2019_1_2019010286";44;"Atahualpa";15;"C";1;72;2;0;0;0;10;"22"
"2019_1_2019010286";44;"Atahualpa";15;"C";2;25;3;0;1;0;2;"15"
"2019_1_2019010286";44;"Atahualpa";15;"C";2;19;3;0;0;0;7;"12"
"2019_1_2019010291";27;"Pocitos";5;"CH";2;72;2;0;0;0;6;"10"
"2019_1_2019010291";27;"Pocitos";5;"CH";1;74;1;0;1;0;2;"17"
"2019_1_2019010294";40;"Union";11;"D";2;34;1;0;1;0;2;"16"
"2019_1_2019010294";40;"Union";11;"D";1;0;3;0;0;0;1;"0"
"2019_1_2019010294";40;"Union";11;"D";1;28;2;0;1;0;2;"17"
"2019_1_2019010294";40;"Union";11;"D";1;0;3;0;0;0;1;"0"
"2019_1_2019010295";18;"Larra¦aga";3;"C";2;63;1;0;1;0;2;"21"
"2019_1_2019010296";41;"Aguada";3;"C";2;19;2;0;1;0;2;"12"
"2019_1_2019010296";41;"Aguada";3;"C";2;22;1;0;1;0;2;"12"
"2019_1_2019010300";17;"Pe¦arol, Lavalleja";13;"G";2;63;1;1;0;0;4;"8"
"2019_1_2019010302";40;"Colon Centro y Noroeste";12;"G";1;43;1;0;1;0;2;"10"
"2019_1_2019010310";31;"Malvin";7;"E";1;33;2;0;1;0;2;"16"
"2019_1_2019010310";31;"Malvin";7;"E";2;32;1;0;1;0;2;"17"
"2019_1_2019010311";20;"La Teja";14;"A";1;71;1;0;0;0;10;"9"
"2019_1_2019010313";33;"Barrio Sur";1;"B";1;29;1;0;1;0;2;"15"
"2019_1_2019010319";23;"Cerro";17;"A";2;67;1;0;0;0;10;"12"
"2019_1_2019010327";32;"Cerrito";11;"D";1;58;2;1;0;0;5;"11"
"2019_1_2019010327";32;"Cerrito";11;"D";2;37;1;1;0;0;5;"6"
"2019_1_2019010327";32;"Cerrito";11;"D";2;3;3;0;0;0;1;"0"
"2019_1_2019010331";29;"Pocitos";5;"CH";2;24;1;0;1;0;2;"15"
"2019_1_2019010338";27;"Flor de Maro¦as";9;"F";2;33;1;0;1;0;2;"15"
"2019_1_2019010338";27;"Flor de Maro¦as";9;"F";2;65;7;0;0;0;9;"3"
"2019_1_2019010341";32;"Las Canteras";9;"F";2;13;4;0;0;0;1;"6"
"2019_1_2019010341";32;"Las Canteras";9;"F";2;32;1;0;1;0;2;"9"
"2019_1_2019010341";32;"Las Canteras";9;"F";2;6;4;0;0;0;1;"0"
"2019_1_2019010346";50;"Casavalle";11;"D";1;45;1;0;1;0;2;"9"
"2019_1_2019010346";50;"Casavalle";11;"D";1;24;3;0;1;0;2;"14"
"2019_1_2019010346";50;"Casavalle";11;"D";1;11;3;0;0;0;1;"6"
"2019_1_2019010346";50;"Casavalle";11;"D";1;18;3;0;1;0;2;"8"
"2019_1_2019010346";50;"Casavalle";11;"D";2;44;2;0;1;0;2;"15"
"2019_1_2019010348";43;"Tres Cruces";2;"B";2;7;11;0;0;0;1;"1"
"2019_1_2019010348";43;"Tres Cruces";2;"B";1;10;11;NA;NA;NA;NA;"---"
"2019_1_2019010348";43;"Tres Cruces";2;"B";2;54;1;0;1;0;2;"16"
"2019_1_2019010348";43;"Tres Cruces";2;"B";1;4;11;0;0;0;1;"0"
"2019_1_2019010348";43;"Tres Cruces";2;"B";1;6;11;0;0;0;1;"0"
"2019_1_2019010348";43;"Tres Cruces";2;"B";1;12;11;0;0;0;1;"3"
"2019_1_2019010348";43;"Tres Cruces";2;"B";2;29;4;1;0;0;4;"8"
"2019_1_2019010350";29;"Union";6;"E";1;58;1;0;1;0;2;"12"
"2019_1_2019010350";29;"Union";6;"E";2;59;2;0;1;0;2;"12"
"2019_1_2019010353";31;"Castro, P. Castellanos";11;"D";1;88;1;0;0;0;10;"3"
"2019_1_2019010353";31;"Castro, P. Castellanos";11;"D";2;86;2;0;0;0;10;"2"
"2019_1_2019010354";22;"Palermo";2;"B";2;40;9;0;1;0;2;"12"
"2019_1_2019010354";22;"Palermo";2;"B";2;34;1;0;1;0;2;"18"
"2019_1_2019010355";30;"Belvedere";14;"A";1;65;2;0;0;0;10;"3"
"2019_1_2019010355";30;"Belvedere";14;"A";2;65;1;0;0;0;9;"3"
"2019_1_2019010360";36;"Prado, Nueva Savona";16;"C";1;11;3;0;0;0;1;"4"
"2019_1_2019010360";36;"Prado, Nueva Savona";16;"C";2;38;1;0;1;0;2;"20"
"2019_1_2019010360";36;"Prado, Nueva Savona";16;"C";1;45;2;0;1;0;2;"18"
"2019_1_2019010360";36;"Prado, Nueva Savona";16;"C";1;12;3;0;0;0;1;"6"
"2019_1_2019010361";41;"Manga, Toledo Chico";10;"D";2;38;2;0;1;0;2;"16"
"2019_1_2019010361";41;"Manga, Toledo Chico";10;"D";2;4;3;0;0;0;1;"0"
"2019_1_2019010361";41;"Manga, Toledo Chico";10;"D";1;48;1;0;1;0;2;"8"
"2019_1_2019010362";27;"Punta Carretas";5;"CH";1;84;1;0;0;0;10;"6"
"2019_1_2019010362";27;"Punta Carretas";5;"CH";2;49;3;0;1;0;2;"12"
"2019_1_2019010362";27;"Punta Carretas";5;"CH";2;85;2;0;0;0;10;"3"
"2019_1_2019010364";47;"Aguada";1;"B";2;26;2;0;1;0;2;"11"
"2019_1_2019010364";47;"Aguada";1;"B";1;36;1;0;1;0;2;"15"
"2019_1_2019010365";21;"Centro";1;"B";1;67;1;0;0;0;10;"9"
"2019_1_2019010367";30;"Colon Centro y Noroeste";12;"G";1;81;1;0;0;0;10;"8"
"2019_1_2019010367";30;"Colon Centro y Noroeste";12;"G";2;84;2;0;0;0;10;"15"
"2019_1_2019010369";21;"Pta. Rieles, Bella Italia";9;"F";1;66;1;0;1;0;2;"7"
"2019_1_2019010372";40;"Centro";1;"B";2;65;1;0;1;0;2;"4"
"2019_1_2019010372";40;"Centro";1;"B";2;23;4;1;0;0;4;"10"
"2019_1_2019010372";40;"Centro";1;"B";1;6;11;0;0;0;1;"0"
"2019_1_2019010372";40;"Centro";1;"B";2;3;11;0;0;0;1;"0"
"2019_1_2019010382";38;"Castro, P. Castellanos";11;"D";2;11;3;0;0;0;1;"5"
"2019_1_2019010382";38;"Castro, P. Castellanos";11;"D";1;30;2;0;1;0;2;"10"
"2019_1_2019010382";38;"Castro, P. Castellanos";11;"D";2;30;1;0;1;0;2;"14"
"2019_1_2019010391";51;"Pe¦arol, Lavalleja";13;"G";2;21;13;0;1;0;2;"14"
"2019_1_2019010391";51;"Pe¦arol, Lavalleja";13;"G";2;19;2;0;1;0;2;"13"
"2019_1_2019010391";51;"Pe¦arol, Lavalleja";13;"G";1;22;1;0;1;0;2;"10"
"2019_1_2019010391";51;"Pe¦arol, Lavalleja";13;"G";1;21;13;0;1;0;2;"10"
"2019_1_2019010403";29;"Palermo";2;"B";2;26;1;0;1;0;2;"17"
"2019_1_2019010408";41;"Las Canteras";8;"E";1;23;4;1;0;0;4;"12"
"2019_1_2019010408";41;"Las Canteras";8;"E";1;11;4;0;0;0;1;"4"
"2019_1_2019010408";41;"Las Canteras";8;"E";1;50;1;0;1;0;2;"13"
"2019_1_2019010412";23;"Las Canteras";8;"E";2;75;1;0;0;0;10;"8"
"2019_1_2019010429";46;"Malvin";6;"E";1;26;3;1;0;0;5;"13"
"2019_1_2019010429";46;"Malvin";6;"E";1;23;3;0;1;0;2;"12"
"2019_1_2019010429";46;"Malvin";6;"E";1;61;1;0;1;0;2;"10"
"2019_1_2019010429";46;"Malvin";6;"E";2;42;2;0;0;0;6;"11"
"2019_1_2019010429";46;"Malvin";6;"E";2;26;3;0;1;0;2;"12"
"2019_1_2019010429";46;"Malvin";6;"E";1;4;11;0;0;0;1;"0"
"2019_1_2019010430";29;"Union";11;"D";1;60;2;0;0;0;10;"6"
"2019_1_2019010430";29;"Union";11;"D";2;56;1;0;1;0;2;"7"
"2019_1_2019010436";22;"Barrio Sur";1;"B";2;75;1;0;0;0;10;"20"
"2019_1_2019010440";38;"La Paloma, Tomkinson";17;"A";2;24;4;0;1;0;2;"8"
"2019_1_2019010440";38;"La Paloma, Tomkinson";17;"A";2;17;4;0;0;0;7;"11"
"2019_1_2019010440";38;"La Paloma, Tomkinson";17;"A";2;50;1;0;1;0;2;"6"
"2019_1_2019010441";33;"Las Canteras";8;"E";2;63;1;0;0;0;10;"11"
"2019_1_2019010441";33;"Las Canteras";8;"E";1;25;4;0;0;0;6;"18"
"2019_1_2019010445";32;"Manga, Toledo Chico";10;"D";2;74;2;0;0;0;10;"6"
"2019_1_2019010445";32;"Manga, Toledo Chico";10;"D";1;87;1;0;0;0;10;"1"
"2019_1_2019010451";38;"La Figurita";3;"C";2;32;2;0;1;0;2;"11"
"2019_1_2019010451";38;"La Figurita";3;"C";1;34;1;0;1;0;2;"10"
"2019_1_2019010451";38;"La Figurita";3;"C";2;7;3;0;0;0;1;"1"
"2019_1_2019010452";27;"Parque Rodo";2;"B";2;49;1;0;1;0;2;"11"
"2019_1_2019010452";27;"Parque Rodo";2;"B";2;13;4;0;0;0;1;"7"
"2019_1_2019010474";23;"Flor de Maro¦as";9;"F";2;93;1;0;0;0;10;"7"
"2019_1_2019010492";29;"La Teja";14;"A";2;64;2;0;0;0;9;"6"
"2019_1_2019010492";29;"La Teja";14;"A";1;64;1;0;1;0;2;"8"
"2019_1_2019010504";38;"Las Canteras";8;"E";2;28;3;1;0;0;4;"12"
"2019_1_2019010504";38;"Las Canteras";8;"E";1;65;1;0;1;0;2;"12"
"2019_1_2019010504";38;"Las Canteras";8;"E";2;52;2;0;1;0;2;"12"
"2019_1_2019010504";38;"Las Canteras";8;"E";2;25;3;1;0;0;4;"16"
"2019_1_2019010507";32;"Aires Puros";15;"C";2;29;1;0;1;1;2;"12"
"2019_1_2019010507";32;"Aires Puros";15;"C";2;57;7;0;1;0;2;"13"
"2019_1_2019010527";28;"Pocitos";5;"CH";1;20;4;0;0;0;11;"12"
"2019_1_2019010527";28;"Pocitos";5;"CH";2;47;1;0;1;0;2;"14"
"2019_1_2019010528";20;"Pocitos";5;"CH";2;80;1;0;0;0;10;"18"
"2019_1_2019010533";23;"Carrasco Norte";8;"E";2;72;1;0;0;0;10;"6"
"2019_1_2019010534";22;"Manga, Toledo Chico";10;"D";1;80;1;0;0;0;10;"6"
"2019_1_2019010544";57;"Parque Rodo";2;"B";1;32;1;0;1;0;2;"18"
"2019_1_2019010544";57;"Parque Rodo";2;"B";2;29;13;0;1;0;2;"19"
"2019_1_2019010544";57;"Parque Rodo";2;"B";1;32;13;0;1;0;2;"17"
"2019_1_2019010547";35;"Union";6;"E";1;39;2;0;1;0;2;"14"
"2019_1_2019010547";35;"Union";6;"E";2;49;1;0;1;0;2;"10"
"2019_1_2019010550";24;"Aires Puros";15;"C";1;51;1;0;1;0;2;"9"
"2019_1_2019010561";31;"Paso de la Arena";18;"A";2;73;2;0;0;0;10;"8"
"2019_1_2019010561";31;"Paso de la Arena";18;"A";2;35;3;1;0;0;4;"13"
"2019_1_2019010561";31;"Paso de la Arena";18;"A";1;78;1;0;0;0;10;"6"
"2019_1_2019010569";26;"La Teja";14;"A";1;79;1;0;0;0;10;"9"
"2019_1_2019010569";26;"La Teja";14;"A";2;63;2;0;0;0;10;"14"
"2019_1_2019010570";41;"Brazo Oriental";3;"C";1;42;4;0;1;0;2;"8"
"2019_1_2019010570";41;"Brazo Oriental";3;"C";1;68;1;0;0;0;10;"8"
"2019_1_2019010576";31;"Pe¦arol, Lavalleja";13;"G";2;59;1;0;0;0;9;"9"
"2019_1_2019010576";31;"Pe¦arol, Lavalleja";13;"G";2;21;4;0;1;0;2;"12"
"2019_1_2019010577";34;"Villa Espa¦ola";11;"D";1;21;4;0;1;0;2;"9"
"2019_1_2019010577";34;"Villa Espa¦ola";11;"D";2;54;1;0;1;1;2;"14"
"2019_1_2019010579";45;"Paso de la Arena";18;"A";1;16;3;0;0;0;7;"6"
"2019_1_2019010579";45;"Paso de la Arena";18;"A";2;20;3;1;0;0;4;"12"
"2019_1_2019010579";45;"Paso de la Arena";18;"A";1;56;2;0;1;0;2;"5"
"2019_1_2019010579";45;"Paso de la Arena";18;"A";2;52;1;0;1;0;2;"10"
"2019_1_2019010586";16;"Las Canteras";8;"E";2;32;1;0;1;0;2;"11"
